gene_id	Heart_P3_1	Heart_P3_2	Heart_P3_3	Heart_P3_4	Heart_P63_1	Heart_P63_2	Heart_P63_3	Heart_P63_4
ENSMUSG00000002486	355	361	296	420	325	164	194	231
ENSMUSG00000002489	509	524	415	536	351	218	191	265
ENSMUSG00000002496	2541	2889	2420	3589	4083	2031	3240	4166
ENSMUSG00000002500	156	218	195	167	10037	4645	8249	10381
ENSMUSG00000002504	1514	1544	1182	1835	3001	1619	2338	2205
ENSMUSG00000002524	2264	2611	2245	3099	1936	1019	1429	1817
ENSMUSG00000002546	2836	3399	2715	3877	3770	2089	2711	3281
ENSMUSG00000002550	388	406	374	443	430	233	308	446
ENSMUSG00000002565	160	151	132	151	244	106	146	309
ENSMUSG00000002578	92	100	78	148	52	23	30	33
ENSMUSG00000002580	379	454	398	514	764	403	631	741
ENSMUSG00000002588	22	1	1	0	2	6	8	1
ENSMUSG00000002602	2936	3413	2537	3968	5174	2570	2753	3182
ENSMUSG00000002603	590	636	456	743	613	395	378	604
ENSMUSG00000002608	1107	1127	908	1441	1572	812	1267	1637
ENSMUSG00000002617	424	449	453	497	292	184	99	201
ENSMUSG00000002625	1696	1888	1623	2152	1467	899	1030	1385
ENSMUSG00000002633	27	0	0	0	0	0	0	0
ENSMUSG00000002635	295	368	280	379	381	221	261	370
ENSMUSG00000002658	946	893	759	1035	739	409	527	750
ENSMUSG00000002660	601	707	636	855	1158	483	1006	1234
ENSMUSG00000002661	343	351	355	290	780	466	801	1012
ENSMUSG00000002664	0	0	0	0	0	0	0	0
ENSMUSG00000002668	41	34	26	32	102	51	75	84
ENSMUSG00000002679	393	462	418	487	298	176	209	286
ENSMUSG00000002688	319	367	345	436	234	156	195	232
ENSMUSG00000002699	78	61	53	73	80	84	48	66
ENSMUSG00000002718	2972	3353	3153	3301	2930	1713	1773	2925
ENSMUSG00000002728	1425	1673	1545	1619	1276	808	872	1115
ENSMUSG00000002731	549	723	655	648	617	353	482	580
ENSMUSG00000002732	496	474	544	593	586	349	300	471
ENSMUSG00000002733	687	821	710	815	959	480	666	852
ENSMUSG00000002741	2591	2748	2599	3279	2383	1435	1596	2418
ENSMUSG00000002748	5446	5598	4897	5885	4610	2618	2742	3728
ENSMUSG00000002763	467	481	386	545	1264	719	1020	1033
ENSMUSG00000002767	924	1122	1005	1229	1601	771	1262	1768
ENSMUSG00000002768	680	700	611	787	598	322	459	541
ENSMUSG00000002769	12	12	6	17	33	5	44	43
ENSMUSG00000002771	57	43	48	51	70	45	50	56
ENSMUSG00000002778	2739	2943	2603	3279	3226	1722	2347	3272
ENSMUSG00000002781	828	1030	901	1194	3382	1608	2994	3713
ENSMUSG00000002797	121	108	124	116	454	283	408	570
ENSMUSG00000002799	588	686	452	701	1176	616	783	950
ENSMUSG00000002803	489	502	406	570	538	264	425	584
ENSMUSG00000002804	129	136	114	155	145	61	110	123
ENSMUSG00000002808	417	467	454	525	633	454	663	1072
ENSMUSG00000002812	3187	3713	2973	4166	4855	2630	3662	4770
ENSMUSG00000002814	315	348	266	372	238	137	130	193
ENSMUSG00000002820	738	854	724	768	1441	710	1253	1927
ENSMUSG00000002825	184	205	162	237	184	115	118	183
ENSMUSG00000002831	2055	3064	2243	3328	9062	3630	7459	7184
ENSMUSG00000002833	1367	1499	1329	1621	1242	767	938	1227
ENSMUSG00000002835	654	651	643	721	91	68	62	81
ENSMUSG00000002844	1018	1234	1008	1237	1063	556	777	990
ENSMUSG00000002845	666	632	489	689	504	322	286	389
ENSMUSG00000002846	1157	1260	1158	1318	1577	928	1102	1604
ENSMUSG00000002847	110	217	145	174	670	349	433	561
ENSMUSG00000002870	1939	2091	2022	2212	413	196	202	237
ENSMUSG00000002871	528	641	464	755	892	449	487	736
ENSMUSG00000002881	1498	1849	1570	1867	1495	829	541	1284
ENSMUSG00000002885	1888	2402	1750	2550	2710	1659	1592	1935
ENSMUSG00000002897	165	162	140	223	171	130	149	183
ENSMUSG00000002900	12419	14823	11991	17698	6691	4003	3223	4297
ENSMUSG00000002908	268	324	212	325	419	176	312	562
ENSMUSG00000002910	140	145	117	169	206	81	234	389
ENSMUSG00000002930	14	20	17	39	0	0	0	0
ENSMUSG00000002944	25064	38902	27388	31488	64230	35212	50144	73613
ENSMUSG00000002948	1887	2338	1841	2530	2910	1404	2005	2567
ENSMUSG00000002949	2380	3049	2682	2980	3516	2042	2634	3491
ENSMUSG00000002957	2237	2682	2092	3080	2776	1445	1994	2779
ENSMUSG00000002963	453	511	446	626	657	304	463	623
ENSMUSG00000002968	1282	1421	1158	1598	1564	812	1278	1741
ENSMUSG00000002980	5678	6141	6273	7452	7346	3818	6306	7875
ENSMUSG00000002981	2776	3237	2790	3550	3742	1855	2564	3627
ENSMUSG00000002983	167	251	150	209	293	198	184	347
ENSMUSG00000002984	1635	1950	1710	2022	1840	980	1414	2016
ENSMUSG00000002985	3564	3174	2345	4299	7199	4700	6489	6489
ENSMUSG00000002992	4	0	0	2	2	0	2	2
ENSMUSG00000002996	2942	3709	3177	4680	3992	2142	2604	3405
ENSMUSG00000002997	226	294	252	298	196	168	97	82
ENSMUSG00000003031	2423	2815	2449	2853	2530	1512	1592	2118
ENSMUSG00000003032	794	1239	731	785	2101	985	1209	1444
ENSMUSG00000003033	1576	1930	1532	2282	1651	812	1037	1578
ENSMUSG00000003037	1251	1364	1138	1458	1000	572	632	862
ENSMUSG00000003038	222	213	172	217	73	46	52	78
ENSMUSG00000003039	1146	1201	1014	1357	1116	618	828	773
ENSMUSG00000003051	8	8	10	4	1	0	0	1
ENSMUSG00000003053	0	0	0	0	0	0	0	0
ENSMUSG00000003062	512	551	489	550	331	268	206	366
ENSMUSG00000003068	1641	1751	1338	1932	2904	1539	2387	3077
ENSMUSG00000003070	104	93	76	162	51	23	21	49
ENSMUSG00000003072	7959	9668	8381	8752	10649	6506	10420	14738
ENSMUSG00000003099	2002	2406	1907	2644	2274	1204	1855	2362
ENSMUSG00000003119	1180	1359	1012	1434	1321	663	576	958
ENSMUSG00000003123	754	973	593	1182	1176	512	922	1071
ENSMUSG00000003131	2849	3360	2674	3288	1602	1076	944	1525
ENSMUSG00000003134	567	579	522	743	370	218	237	339
ENSMUSG00000003135	735	944	762	915	751	418	583	838
ENSMUSG00000003153	144	140	128	172	110	86	136	94
ENSMUSG00000003154	1120	1238	1027	1450	2288	1272	1252	1807
ENSMUSG00000003161	2003	2050	2064	2278	1641	840	753	1679
ENSMUSG00000003166	1312	1452	1105	1834	1674	741	1092	1437
ENSMUSG00000003178	1054	1449	1021	1815	1744	746	623	929
ENSMUSG00000003184	943	1044	894	1018	932	557	790	937
ENSMUSG00000003190	391	394	329	390	230	140	187	242
ENSMUSG00000003198	187	208	195	184	182	108	114	175
ENSMUSG00000003199	927	967	858	1264	1432	663	1002	1279
ENSMUSG00000003200	915	983	764	1148	704	398	406	527
ENSMUSG00000003206	8	7	6	15	7	11	8	19
ENSMUSG00000003208	198	223	177	255	151	79	125	124
ENSMUSG00000003226	4418	5129	4394	4832	6164	3280	2516	3891
ENSMUSG00000003227	6	1	3	4	25	12	13	25
ENSMUSG00000003228	729	879	661	951	1600	692	440	1114
ENSMUSG00000003233	1509	1775	1364	2018	1187	533	600	1184
ENSMUSG00000003234	1166	1362	1113	1361	1825	981	1373	1791
ENSMUSG00000003235	1504	1784	1516	1822	1948	1099	1514	2101
ENSMUSG00000003269	1228	1512	1075	1736	1094	530	686	980
ENSMUSG00000003271	2	0	1	0	0	0	0	1
ENSMUSG00000003273	49	73	37	74	142	69	117	113
ENSMUSG00000003279	20	13	8	30	76	36	84	329
ENSMUSG00000003282	341	389	350	578	294	164	113	164
ENSMUSG00000003283	39	30	30	52	52	37	24	47
ENSMUSG00000003299	1095	1274	1182	1344	2192	1109	1715	2381
ENSMUSG00000003308	970	1258	1099	1471	1481	802	1231	1759
ENSMUSG00000003309	11	5	2	2	0	3	0	2
ENSMUSG00000003316	6212	6676	5887	8969	9714	5117	6272	8818
ENSMUSG00000003341	0	0	1	0	0	0	2	1
ENSMUSG00000003344	954	1029	838	1332	1239	615	967	1243
ENSMUSG00000003345	2128	2363	1964	2952	2871	1579	2170	2621
ENSMUSG00000003346	1047	1191	980	1150	714	464	508	845
ENSMUSG00000003348	355	354	329	384	331	201	180	285
ENSMUSG00000003352	594	521	475	833	242	137	115	122
ENSMUSG00000003354	19	14	12	18	3	4	4	6
ENSMUSG00000003355	96	84	81	104	32	21	30	35
ENSMUSG00000003360	1975	2037	1826	2391	2118	1310	1669	2226
ENSMUSG00000003363	800	823	674	1208	980	490	642	768
ENSMUSG00000003378	753	760	659	935	373	222	212	244
ENSMUSG00000003379	8	4	7	9	28	30	8	42
ENSMUSG00000003380	1146	1348	1056	1160	1913	1181	1842	2087
ENSMUSG00000003382	822	977	801	1113	1381	722	808	1155
ENSMUSG00000003402	1499	1501	1322	1915	1723	898	1163	1686
ENSMUSG00000003410	18	20	14	24	5	7	8	6
ENSMUSG00000003411	9	15	15	9	14	10	3	4
ENSMUSG00000003418	125	149	114	141	349	159	197	170
ENSMUSG00000003420	959	988	820	1330	2746	1374	2054	2510
ENSMUSG00000003421	678	695	614	928	802	447	642	734
ENSMUSG00000003423	710	786	676	885	615	339	526	671
ENSMUSG00000003429	4856	5033	4251	5864	3968	2387	3051	3867
ENSMUSG00000003435	2676	2891	2419	3824	3056	1595	2496	3048
ENSMUSG00000003436	0	0	0	0	0	0	0	1
ENSMUSG00000003437	1746	1903	1698	1983	1515	981	1261	1662
ENSMUSG00000003438	944	1094	1021	1074	1235	634	968	1282
ENSMUSG00000003444	133	169	115	186	176	82	135	161
ENSMUSG00000003452	245	237	208	279	409	219	167	265
ENSMUSG00000003458	2141	2268	1883	2859	1989	992	1253	1772
ENSMUSG00000003464	3426	4165	3551	4735	5283	2746	3850	5684
ENSMUSG00000003469	220	270	254	275	817	417	511	820
ENSMUSG00000003476	608	699	740	846	1488	707	974	1452
ENSMUSG00000003477	11	0	0	1	122	29	620	812
ENSMUSG00000003484	6	3	2	6	13	5	2	26
ENSMUSG00000003500	830	843	734	1033	909	482	632	817
ENSMUSG00000003505	0	0	0	0	0	0	0	0
ENSMUSG00000003518	3554	4677	3450	4084	5518	2983	3796	4688
ENSMUSG00000003526	159	206	128	187	1050	364	845	476
ENSMUSG00000003527	547	610	504	752	404	198	280	348
ENSMUSG00000003528	263	294	242	339	257	160	150	213
ENSMUSG00000003531	387	417	354	433	460	242	360	477
ENSMUSG00000003534	3135	3484	3313	4843	1624	1114	1147	1418
ENSMUSG00000003541	482	501	493	373	789	337	537	593
ENSMUSG00000003545	28	30	16	34	32	34	12	100
ENSMUSG00000003546	639	840	617	958	1028	512	828	1010
ENSMUSG00000003549	332	393	283	522	540	248	429	515
ENSMUSG00000003555	11	5	2	8	0	0	1	0
ENSMUSG00000003559	753	1056	933	968	1365	628	799	982
ENSMUSG00000003573	807	886	724	1151	373	236	222	274
ENSMUSG00000003575	938	1046	755	1422	845	447	487	803
ENSMUSG00000003581	486	507	417	647	668	314	402	514
ENSMUSG00000003585	45	52	28	69	48	26	13	26
ENSMUSG00000003604	278	292	302	321	420	269	331	419
ENSMUSG00000003617	425	625	429	425	2829	1614	1292	1946
ENSMUSG00000003623	1167	1394	1245	1457	1844	1064	1200	1601
ENSMUSG00000003644	324	309	257	387	288	156	186	198
ENSMUSG00000003657	3	2	0	1	0	1	0	0
ENSMUSG00000003660	3432	3830	3329	5073	4366	2203	2638	3804
ENSMUSG00000003662	686	723	738	745	1343	702	995	1112
ENSMUSG00000003665	4	2	3	3	7	2	11	8
ENSMUSG00000003680	542	579	471	646	394	247	273	368
ENSMUSG00000003721	1109	1379	1192	1301	2270	1306	1619	2394
ENSMUSG00000003731	2800	3360	2839	3564	4509	2447	3005	4273
ENSMUSG00000003746	1011	1057	812	1123	2057	1295	1223	1783
ENSMUSG00000003752	145	186	134	213	207	137	127	185
ENSMUSG00000003762	278	314	246	400	256	158	222	165
ENSMUSG00000003778	2431	2701	2360	3149	1472	909	859	1192
ENSMUSG00000003779	1779	1476	1712	2251	72	84	27	52
ENSMUSG00000003808	822	883	749	987	774	411	552	738
ENSMUSG00000003809	819	922	905	970	2658	1057	1914	2580
ENSMUSG00000003810	3974	4082	3729	5154	7347	3588	6003	7271
ENSMUSG00000003812	193	212	163	209	544	340	368	488
ENSMUSG00000003813	1484	1708	1479	1982	1974	1085	1683	2301
ENSMUSG00000003814	10914	10977	9682	11529	10138	6827	7017	10328
ENSMUSG00000003824	118	117	101	106	21	14	11	23
ENSMUSG00000003847	5233	6054	4664	6324	4795	2784	1894	3038
ENSMUSG00000003848	641	751	597	688	653	384	477	623
ENSMUSG00000003849	303	408	336	377	1981	756	1092	1334
ENSMUSG00000003863	22	22	15	25	2	2	6	5
ENSMUSG00000003865	3266	3971	3771	4416	4671	2161	4132	5891
ENSMUSG00000003868	723	831	675	968	692	386	504	622
ENSMUSG00000003872	8	12	7	28	18	3	11	14
ENSMUSG00000003873	503	547	548	785	413	249	282	384
ENSMUSG00000003882	7	6	2	7	36	25	65	47
ENSMUSG00000003923	1355	1625	1515	1530	1699	1099	1233	1833
ENSMUSG00000003929	605	746	659	629	465	267	209	366
ENSMUSG00000003934	4206	5850	4084	5132	3062	1427	3960	6050
ENSMUSG00000003948	3243	3700	3455	3241	1722	1364	1056	1827
ENSMUSG00000003949	729	947	924	1222	2148	1159	1998	1952
ENSMUSG00000003955	2045	2272	2291	2068	2206	1309	1733	2244
ENSMUSG00000003970	8320	8826	8036	10302	7204	3881	5904	7919
ENSMUSG00000003974	4	6	3	5	4	2	1	9
ENSMUSG00000003992	1140	1343	1165	1400	1394	736	892	1332
ENSMUSG00000004018	461	498	475	509	339	224	220	278
ENSMUSG00000004031	7	12	10	17	10	3	7	10
ENSMUSG00000004032	655	765	611	805	1072	552	922	1239
ENSMUSG00000004035	252	383	310	391	1372	582	972	1244
ENSMUSG00000004038	1	0	1	1	2	0	5	6
ENSMUSG00000004040	3692	4791	3446	4717	6966	3752	3949	5388
ENSMUSG00000004043	485	620	450	656	974	553	692	978
ENSMUSG00000004044	12716	14320	12439	14133	9361	6009	6305	8369
ENSMUSG00000004054	1214	1308	1000	1601	1202	600	794	1013
ENSMUSG00000004056	2507	2997	2560	3712	4846	2379	3496	4132
ENSMUSG00000004069	2390	3047	2737	2855	6133	3307	4202	5937
ENSMUSG00000004070	1189	1403	1174	1680	1608	883	1269	1956
ENSMUSG00000004071	3447	4341	3291	4767	3139	1698	2392	3520
ENSMUSG00000004085	6172	7721	6555	7722	15376	6398	8948	13453
ENSMUSG00000004096	1535	1773	1569	1670	1472	911	1186	1594
ENSMUSG00000004098	404	573	339	519	1229	976	513	739
ENSMUSG00000004099	3595	3634	3408	4151	999	618	584	821
ENSMUSG00000004100	282	360	271	352	204	137	136	205
ENSMUSG00000004105	4226	5189	3796	6320	5651	3142	2808	2812
ENSMUSG00000004110	25	49	34	48	19	12	22	22
ENSMUSG00000004113	21	6	9	16	4	7	9	3
ENSMUSG00000004127	291	352	287	329	190	104	81	137
ENSMUSG00000004151	611	711	535	775	450	271	268	496
ENSMUSG00000004187	205	274	183	225	340	176	253	314
ENSMUSG00000004207	12965	14635	12385	17863	38975	20403	34647	42756
ENSMUSG00000004221	1272	1578	1361	1707	2097	1091	1319	1789
ENSMUSG00000004231	5	7	2	3	1	6	0	0
ENSMUSG00000004233	425	545	473	645	394	230	247	267
ENSMUSG00000004263	2298	2551	1712	3202	1768	909	1130	1727
ENSMUSG00000004264	4378	5350	4256	5602	4228	2292	3214	4824
ENSMUSG00000004266	111	100	79	153	189	134	99	200
ENSMUSG00000004267	302	341	235	377	149	106	81	94
ENSMUSG00000004268	934	1011	942	1080	1140	689	990	1218
ENSMUSG00000004270	1272	1571	1105	1807	1263	609	855	1621
ENSMUSG00000004285	667	835	709	855	954	456	855	1023
ENSMUSG00000004296	2	0	1	0	0	0	0	0
ENSMUSG00000004317	1817	1809	1686	2050	291	218	113	226
ENSMUSG00000004319	1891	2329	2028	2204	3069	1755	2002	3231
ENSMUSG00000004328	879	932	762	1692	163	50	158	107
ENSMUSG00000004341	0	2	0	1	1	2	0	1
ENSMUSG00000004344	0	0	0	1	0	0	2	1
ENSMUSG00000004347	2614	3791	2856	3636	4094	1991	3064	4436
ENSMUSG00000004356	1131	1225	1040	1388	1098	703	556	886
ENSMUSG00000004359	3	5	2	5	8	2	4	6
ENSMUSG00000004360	6	6	2	5	26	14	76	108
ENSMUSG00000004364	3875	4841	4188	4728	6676	3891	4512	6862
ENSMUSG00000004366	0	0	0	0	0	2	0	0
ENSMUSG00000004371	2	0	0	6	0	0	1	2
ENSMUSG00000004383	1018	1043	861	1399	2531	1441	1853	2251
ENSMUSG00000004393	732	756	659	816	726	327	537	549
ENSMUSG00000004394	1194	1307	1149	1427	2584	1417	1891	2480
ENSMUSG00000004415	379	428	332	509	51	35	6	11
ENSMUSG00000004446	58	58	65	93	49	30	29	31
ENSMUSG00000004451	1709	2004	1766	2171	1329	752	788	1226
ENSMUSG00000004455	432	370	429	347	150	152	185	212
ENSMUSG00000004460	1788	2040	1816	1967	1782	1118	1350	1827
ENSMUSG00000004462	340	437	369	464	406	239	306	363
ENSMUSG00000004473	34	25	30	31	86	59	22	25
ENSMUSG00000004500	277	318	245	369	203	115	91	169
ENSMUSG00000004508	1051	1277	940	1310	1202	654	777	995
ENSMUSG00000004530	2674	2989	2377	3446	1478	870	897	1147
ENSMUSG00000004535	3812	4477	3820	4558	5070	2912	3213	4664
ENSMUSG00000004540	0	0	1	3	0	0	1	0
ENSMUSG00000004542	0	0	0	1	0	1	0	0
ENSMUSG00000004552	7	1	2	3	11	29	40	55
ENSMUSG00000004558	10470	14785	12013	14480	50182	25610	40074	52094
ENSMUSG00000004561	604	704	591	842	505	315	433	677
ENSMUSG00000004562	2161	2338	1690	2904	1552	956	810	1021
ENSMUSG00000004565	458	464	378	651	494	222	326	366
ENSMUSG00000004567	694	811	725	836	826	401	637	774
ENSMUSG00000004568	891	899	822	955	935	570	596	851
ENSMUSG00000004591	2636	3102	2708	3021	2617	1606	1301	2070
ENSMUSG00000004609	48	50	45	71	189	109	75	124
ENSMUSG00000004610	6275	7521	6841	7975	14173	6942	13226	17612
ENSMUSG00000004612	2	0	1	0	3	7	10	10
ENSMUSG00000004613	0	0	0	0	0	0	0	0
ENSMUSG00000004626	442	450	370	699	161	101	97	131
ENSMUSG00000004630	0	0	0	0	0	0	0	0
ENSMUSG00000004631	927	1027	840	1110	756	413	375	560
ENSMUSG00000004633	109	112	104	147	123	80	63	85
ENSMUSG00000004637	234	264	218	331	189	86	132	195
ENSMUSG00000004642	750	874	773	752	423	273	237	402
ENSMUSG00000004651	1	1	2	3	1	0	0	1
ENSMUSG00000004654	0	0	0	0	0	0	0	0
ENSMUSG00000004655	2919	2851	2149	2969	14792	5636	14527	13311
ENSMUSG00000004661	207	222	202	372	118	91	92	175
ENSMUSG00000004665	2382	2289	2253	3028	1414	825	788	1055
ENSMUSG00000004667	932	1043	873	1340	1585	780	1361	1532
ENSMUSG00000004668	10	8	8	10	10	6	2	18
ENSMUSG00000004677	2274	2634	2197	2981	2305	1425	1446	1501
ENSMUSG00000004698	911	1268	1165	1297	1671	972	828	1360
ENSMUSG00000004707	15	18	9	26	24	15	20	20
ENSMUSG00000004709	5	5	5	7	7	4	6	6
ENSMUSG00000004730	158	159	104	194	397	308	247	381
ENSMUSG00000004748	627	714	651	619	3515	1764	3209	4413
ENSMUSG00000004768	519	696	532	646	495	310	239	359
ENSMUSG00000004771	3107	3932	3221	3678	3405	2041	2163	3286
ENSMUSG00000004788	599	682	522	816	672	347	476	638
ENSMUSG00000004789	12345	14920	13789	15653	25897	13548	19328	25409
ENSMUSG00000004791	73	140	85	91	134	73	237	270
ENSMUSG00000004798	2386	3206	2448	3068	5035	2737	3319	4448
ENSMUSG00000004814	20	19	18	21	47	42	96	81
ENSMUSG00000004815	634	746	499	679	548	326	358	563
ENSMUSG00000004821	0	0	0	0	0	0	0	0
ENSMUSG00000004837	265	246	220	282	328	209	227	309
ENSMUSG00000004842	0	0	0	0	0	0	1	0
ENSMUSG00000004843	1274	1551	1251	1310	1930	1185	1280	1854
ENSMUSG00000004846	1305	1444	1187	1662	1251	723	734	1105
ENSMUSG00000004849	1030	1171	1002	1415	858	417	536	623
ENSMUSG00000004864	29	20	12	19	12	7	3	8
ENSMUSG00000004865	1814	1954	1676	2011	1451	905	903	1356
ENSMUSG00000004872	0	1	0	1	0	0	1	1
ENSMUSG00000004880	1455	1737	1483	1423	1113	699	690	946
ENSMUSG00000004885	17	10	12	15	0	0	1	0
ENSMUSG00000004891	3382	4739	3765	3211	2378	1806	1106	2120
ENSMUSG00000004892	2	2	2	1	6	7	0	1
ENSMUSG00000004894	0	2	2	2	2	0	0	2
ENSMUSG00000004895	1035	1199	990	1377	1015	548	793	1022
ENSMUSG00000004896	643	662	561	637	723	417	484	572
ENSMUSG00000004897	3429	3392	3248	4303	3971	2318	3088	3730
ENSMUSG00000004902	5	5	8	4	11	10	9	22
ENSMUSG00000004929	490	458	412	490	432	231	314	447
ENSMUSG00000004931	594	613	517	635	1627	788	1187	1663
ENSMUSG00000004933	17	23	15	24	23	18	22	23
ENSMUSG00000004934	468	523	397	467	498	244	327	458
ENSMUSG00000004936	1677	1922	1745	2100	2047	1268	1348	1896
ENSMUSG00000004937	1818	2137	1753	2576	2532	1253	2090	2581
ENSMUSG00000004939	414	471	579	390	139	101	66	161
ENSMUSG00000004945	1428	1610	1605	1652	2210	1318	1856	2315
ENSMUSG00000004947	401	410	314	457	293	166	228	269
ENSMUSG00000004948	0	0	0	0	0	0	2	0
ENSMUSG00000004951	990	1119	1062	1387	1794	739	1203	1547
ENSMUSG00000004952	59	79	46	87	452	220	235	292
ENSMUSG00000004961	10	11	19	15	10	6	10	11
ENSMUSG00000004980	26220	30168	27588	26338	21029	14107	13473	20855
ENSMUSG00000004988	1	4	0	0	0	1	0	0
ENSMUSG00000004994	208	214	171	237	199	115	147	177
ENSMUSG00000004996	209	188	166	226	184	107	151	217
ENSMUSG00000005034	3566	4404	3744	4666	3655	2283	2262	3426
ENSMUSG00000005043	350	409	333	524	389	216	238	260
ENSMUSG00000005045	37	25	23	33	30	13	25	28
ENSMUSG00000005054	342	415	316	462	320	175	268	313
ENSMUSG00000005057	29	33	25	38	29	18	11	23
ENSMUSG00000005069	865	998	807	1096	1101	585	822	1020
ENSMUSG00000005078	906	1059	972	947	773	514	496	793
ENSMUSG00000005087	994	835	731	957	617	506	234	433
ENSMUSG00000005089	22	19	16	31	30	41	27	43
ENSMUSG00000005102	770	946	721	1058	603	317	372	480
ENSMUSG00000005103	5439	6450	5757	6878	5055	2716	2792	4595
ENSMUSG00000005107	60	77	47	110	95	43	55	65
ENSMUSG00000005124	1852	1465	1696	2573	174	169	77	165
ENSMUSG00000005125	801	888	833	1090	1672	885	1496	1658
ENSMUSG00000005131	1	5	4	3	8	2	3	1
ENSMUSG00000005142	1510	1326	1051	2420	1496	745	1321	1431
ENSMUSG00000005148	37	30	24	44	10	12	8	9
ENSMUSG00000005150	452	505	430	609	582	300	491	595
ENSMUSG00000005161	7516	9791	8421	9618	9018	5149	7830	10478
ENSMUSG00000005198	3952	4397	3613	5740	2720	1518	1829	2039
ENSMUSG00000005202	1	0	0	0	0	0	0	0
ENSMUSG00000005204	1616	1730	1477	1945	1430	805	884	1276
ENSMUSG00000005220	3205	4390	3103	5738	9079	3835	8068	12858
ENSMUSG00000005225	811	891	730	836	720	436	418	598
ENSMUSG00000005232	0	3	0	2	2	4	1	0
ENSMUSG00000005233	800	722	851	730	34	29	5	15
ENSMUSG00000005237	33	23	25	31	55	20	29	46
ENSMUSG00000005251	67	68	69	98	48	29	41	47
ENSMUSG00000005262	1516	1677	1533	1864	1833	975	1250	1719
ENSMUSG00000005267	146	146	134	126	161	119	64	117
ENSMUSG00000005268	142	151	105	187	398	178	353	344
ENSMUSG00000005299	1952	2454	2159	2420	3703	2125	2622	3513
ENSMUSG00000005312	2776	3206	2890	3295	2825	1496	1651	2471
ENSMUSG00000005320	63	11	7	24	19	9	8	13
ENSMUSG00000005338	101	65	40	83	271	125	88	112
ENSMUSG00000005339	0	5	0	1	1	1	0	0
ENSMUSG00000005354	2800	3164	2930	3515	5558	2912	4625	5937
ENSMUSG00000005355	0	0	0	0	0	0	0	0
ENSMUSG00000005357	30	10	12	21	1	0	0	1
ENSMUSG00000005360	169	184	153	181	183	138	58	55
ENSMUSG00000005362	874	1045	943	1213	2014	1070	1208	1644
ENSMUSG00000005364	2	0	0	1	2	0	0	0
ENSMUSG00000005370	1027	1173	1025	1173	579	339	305	478
ENSMUSG00000005371	2406	2854	2433	2796	2524	1475	1363	2335
ENSMUSG00000005373	347	508	407	388	1499	738	1020	1016
ENSMUSG00000005374	740	787	659	874	710	414	393	579
ENSMUSG00000005378	412	492	447	521	426	255	321	440
ENSMUSG00000005397	11361	13055	10299	15912	10118	5637	5196	6869
ENSMUSG00000005410	1533	1592	1662	1637	140	117	79	138
ENSMUSG00000005413	240	590	212	782	326	159	188	219
ENSMUSG00000005417	7771	8443	6837	9756	8306	4565	4828	6442
ENSMUSG00000005442	3344	3754	2962	4694	2710	1306	1568	2078
ENSMUSG00000005447	407	376	329	483	32	22	46	62
ENSMUSG00000005465	155	157	129	172	169	98	112	115
ENSMUSG00000005469	9214	11794	10084	11595	10823	5888	7598	11725
ENSMUSG00000005470	503	467	479	515	58	40	44	81
ENSMUSG00000005474	1	0	2	1	0	0	44	4
ENSMUSG00000005481	1073	1184	1080	1272	568	306	359	444
ENSMUSG00000005483	689	744	606	722	1700	541	530	1430
ENSMUSG00000005493	3	1	7	8	6	2	2	0
ENSMUSG00000005501	1163	1346	1231	1471	1095	657	652	1012
ENSMUSG00000005503	0	0	0	0	0	0	0	0
ENSMUSG00000005505	521	629	503	633	709	351	528	760
ENSMUSG00000005506	7191	8073	7383	9007	5629	3301	3542	5461
ENSMUSG00000005510	2998	3748	3150	3567	6455	3464	5833	8036
ENSMUSG00000005514	1437	2105	1306	2148	2470	1214	2092	2773
ENSMUSG00000005533	1098	1189	970	1792	743	325	256	354
ENSMUSG00000005534	5974	7925	6644	8232	9882	5657	5347	7972
ENSMUSG00000005540	5	3	3	0	15	22	4	35
ENSMUSG00000005547	6	0	0	0	2	1	2	5
ENSMUSG00000005553	6	6	7	0	1	0	4	3
ENSMUSG00000005566	4182	4336	3733	5405	2304	1377	1438	2154
ENSMUSG00000005575	2515	2694	2325	2658	3025	1657	2447	3548
ENSMUSG00000005580	341	442	312	500	1090	573	649	1019
ENSMUSG00000005583	3002	3807	3268	3640	4426	2521	2748	4197
ENSMUSG00000005609	1612	1977	1655	2046	1130	629	692	924
ENSMUSG00000005610	29747	35634	29955	35957	49091	26963	31052	50652
ENSMUSG00000005611	967	576	716	1399	1009	601	551	589
ENSMUSG00000005615	3028	3740	3220	3798	6167	3417	3928	4795
ENSMUSG00000005621	1176	1422	1006	1609	1914	854	1154	1374
ENSMUSG00000005625	2043	2292	1876	2497	2409	1289	2052	2466
ENSMUSG00000005628	75	87	68	95	508	235	563	925
ENSMUSG00000005640	5	8	2	4	4	10	4	4
ENSMUSG00000005649	0	0	0	1	0	0	0	0
ENSMUSG00000005656	1593	1920	1708	1867	1266	824	781	1153
ENSMUSG00000005667	297	236	296	247	80	77	50	78
ENSMUSG00000005672	1092	1049	847	1409	327	211	163	370
ENSMUSG00000005674	1535	1759	1653	1954	2419	1259	1930	2448
ENSMUSG00000005677	4	2	1	3	7	6	6	13
ENSMUSG00000005681	0	3	1	4	0	1	2	1
ENSMUSG00000005682	1543	1847	1461	2008	1061	526	665	768
